IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2020,false,,,,,,,,,,,,,16.85,,,,,,16.85,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,UKR,Ukraine,Year,2020,false,,,,,,,,,,,,,17.28,,,,,,17.28,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,HRV,Croatia,Year,2020,false,,,,,,,,,,,,,17.29,,,,,,17.29,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,MLT,Malta,Year,2020,false,,,,,,,,,,,,,17.81,,,,,,17.81,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,ARM,Armenia,Year,2020,false,,,,,,,,,,,,,18.27,,,,,,18.27,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,IRL,Ireland,Year,2020,false,,,,,,,,,,,,,18.55,,,,,,18.55,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,POL,Poland,Year,2020,false,,,,,,,,,,,,,18.91,,,,,,18.91,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2020,false,,,,,,,,,,,,,19.93,,,,,,19.93,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,false,,,,,,,,,,,,,20.17,,,,,,20.17,,For antibiotics: only J01 and P01AB reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,ESP,Spain,Year,2020,false,,,,,,,,,,,,,20.27,,,,,,20.27,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,FRA,France,Year,2020,false,,,,,,,,,,,,,20.37,,,,,,20.37,,For antibiotics: only J01 and P01AB reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,ITA,Italy,Year,2020,false,,,,,,,,,,,,,20.53,,,,,,20.53,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2020,false,,,,,,,,,,,,,20.84,,,,,,20.84,,For antibiotics: only J01 and P01AB reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,AMR,Americas,Country,COL,Colombia,Year,2020,false,,,,,,,,,,,,,22.3,,,,,,22.3,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2020,false,,,,,,,,,,,,,24.9,,,,,,24.9,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,BLR,Belarus,Year,2020,false,,,,,,,,,,,,,25.93,,,,,,25.93,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,ROU,Romania,Year,2020,false,,,,,,,,,,,,,26.14,,,,,,26.14,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2020,false,,,,,,,,,,,,,26.54,,,,,,26.54,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2020,false,,,,,,,,,,,,,27.96,,,,,,27.96,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,MNE,Montenegro,Year,2020,false,,,,,,,,,,,,,28.13,,,,,,28.13,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2020,false,,,,,,,,,,,,,28.66,,,,,,28.66,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2020,false,,,,,,,,,,,,,28.78,,,,,,28.78,,For antibiotics: only J01 and P01AB reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,CYP,Cyprus,Year,2020,false,,,,,,,,,,,,,29.42,,,,,,29.42,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2020,false,,,,,,,,,,,,,30.31,,,,,,30.31,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2020,false,,,,,,,,,,,,,49.5,,,,,,49.5,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2020,false,,,,,,,,,,,,,51.55,,,,,,51.55,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,AMR,Americas,Country,HND,Honduras,Year,2020,false,,,,,,,,,,,,,6.09,,,,,,6.09,,Only use in the public sector reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,AMR,Americas,Country,PER,Peru,Year,2020,false,,,,,,,,,,,,,7.92,,,,,,7.92,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,DEU,Germany,Year,2020,false,,,,,,,,,,,,,9.06,,,,,,9.06,,Only use in the community reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,CHE,Switzerland,Year,2020,false,,,,,,,,,,,,,9.23,,,,,,9.23,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,AUT,Austria,Year,2020,false,,,,,,,,,,,,,9.24,,,,,,9.24,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2020,false,,,,,,,,,,,,,9.47,,,,,,9.47,,For antibiotics: only J01 and P01AB reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,SWE,Sweden,Year,2020,false,,,,,,,,,,,,,9.74,,,,,,9.74,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,AFR,Africa,Country,ZAF,South Africa,Year,2019,false,,,,,,,,,,,,,10.58,,,,,,10.58,,Only use in the public sector reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,CHE,Switzerland,Year,2019,false,,,,,,,,,,,,,10.83,,,,,,10.83,,For antibiotics: only J01 and P01AB reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,SWE,Sweden,Year,2019,false,,,,,,,,,,,,,11.13,,,,,,11.13,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,AFR,Africa,Country,MLI,Mali,Year,2019,false,,,,,,,,,,,,,11.35,,,,,,11.35,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,DEU,Germany,Year,2019,false,,,,,,,,,,,,,11.42,,,,,,11.42,,Only use in the community reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2019,false,,,,,,,,,,,,,11.78,,,,,,11.78,,For antibiotics: only J01 and P01AB reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,ARM,Armenia,Year,2019,false,,,,,,,,,,,,,11.85,,,,,,11.85,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,EST,Estonia,Year,2019,false,,,,,,,,,,,,,11.96,,,,,,11.96,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,AUT,Austria,Year,2019,false,,,,,,,,,,,,,12.05,,,,,,12.05,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,NOR,Norway,Year,2019,false,,,,,,,,,,,,,12.06,,,,,,12.06,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,AMR,Americas,Country,PER,Peru,Year,2019,false,,,,,,,,,,,,,12.37,,,,,,12.37,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,SVN,Slovenia,Year,2019,false,,,,,,,,,,,,,13.15,,,,,,13.15,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,FIN,Finland,Year,2019,false,,,,,,,,,,,,,13.95,,,,,,13.95,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,LVA,Latvia,Year,2019,false,,,,,,,,,,,,,14.12,,,,,,14.12,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,HUN,Hungary,Year,2019,false,,,,,,,,,,,,,15.04,,,,,,15.04,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,DNK,Denmark,Year,2019,false,,,,,,,,,,,,,15.38,,,,,,15.38,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2019,false,,,,,,,,,,,,,15.74,,,,,,15.74,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,LTU,Lithuania,Year,2019,false,,,,,,,,,,,,,16.12,,,,,,16.12,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2019,false,,,,,,,,,,,,,16.28,,,,,,16.28,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,GEO,Georgia,Year,2019,false,,,,,,,,,,,,,16.41,,,,,,16.41,,For antibiotics: only J01 and P01AB reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,CZE,Czechia,Year,2019,false,,,,,,,,,,,,,17.38,,,,,,17.38,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2019,false,,,,,,,,,,,,,18.01,,,,,,18.01,,Only use in the public sector reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,AFR,Africa,Country,BEN,Benin,Year,2019,false,,,,,,,,,,,,,18.09,,,,,,18.09,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2019,false,,,,,,,,,,,,,18.45,,,,,,18.45,,For antibiotics: only J01 and P01AB reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,ISL,Iceland,Year,2019,false,,,,,,,,,,,,,18.63,,,,,,18.63,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,PRT,Portugal,Year,2019,false,,,,,,,,,,,,,19.22,,,,,,19.22,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,UKR,Ukraine,Year,2019,false,,,,,,,,,,,,,19.65,,,,,,19.65,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,AMR,Americas,Country,COL,Colombia,Year,2019,false,,,,,,,,,,,,,19.81,,,,,,19.81,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,HRV,Croatia,Year,2019,false,,,,,,,,,,,,,20.55,,,,,,20.55,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,BEL,Belgium,Year,2019,false,,,,,,,,,,,,,21.51,,,,,,21.51,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,MLT,Malta,Year,2019,false,,,,,,,,,,,,,22.03,,,,,,22.03,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2019,false,,,,,,,,,,,,,22.25,,,,,,22.25,,For antibiotics: only J01 and P01AB reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,BLR,Belarus,Year,2019,false,,,,,,,,,,,,,22.64,,,,,,22.64,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,IRL,Ireland,Year,2019,false,,,,,,,,,,,,,22.68,,,,,,22.68,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2019,false,,,,,,,,,,,,,23.19,,,,,,23.19,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,ITA,Italy,Year,2019,false,,,,,,,,,,,,,23.99,,,,,,23.99,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,POL,Poland,Year,2019,false,,,,,,,,,,,,,24.05,,,,,,24.05,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2019,false,,,,,,,,,,,,,24.32,,,,,,24.32,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,FRA,France,Year,2019,false,,,,,,,,,,,,,25.09,,,,,,25.09,,For antibiotics: only J01 and P01AB reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,ESP,Spain,Year,2019,false,,,,,,,,,,,,,25.46,,,,,,25.46,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,ROU,Romania,Year,2019,false,,,,,,,,,,,,,26.81,,,,,,26.81,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,MNE,Montenegro,Year,2019,false,,,,,,,,,,,,,27.24,,,,,,27.24,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2019,false,,,,,,,,,,,,,29.36,,,,,,29.36,,For antibiotics: only J01 and P01AB reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2019,false,,,,,,,,,,,,,29.56,,,,,,29.56,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,CYP,Cyprus,Year,2019,false,,,,,,,,,,,,,30.39,,,,,,30.39,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,AFR,Africa,Country,KEN,Kenya,Year,2019,false,,,,,,,,,,,,,30.49,,,,,,30.49,,Data incomplete since not collected from all sources of data,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2019,false,,,,,,,,,,,,,46.07,,,,,,46.07,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2019,false,,,,,,,,,,,,,56.27,,,,,,56.27,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,AMR,Americas,Country,HND,Honduras,Year,2019,false,,,,,,,,,,,,,6.52,,,,,,6.52,,Only use in the public sector reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2019,true,,,,,,,,,,,,,7.78,,,,,,7.78,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,AUT,Austria,Year,2018,false,,,,,,,,,,,,,10.77,,,,,,10.77,,Only use in the community reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,CHE,Switzerland,Year,2018,false,,,,,,,,,,,,,10.96,,,,,,10.96,,For antibiotics: only J01 and P01AB reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,AFR,Africa,Country,MLI,Mali,Year,2018,false,,,,,,,,,,,,,11.01,,,,,,11.01,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,SWE,Sweden,Year,2018,false,,,,,,,,,,,,,11.51,,,,,,11.51,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,DEU,Germany,Year,2018,false,,,,,,,,,,,,,11.71,,,,,,11.71,,Only use in the community reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,NOR,Norway,Year,2018,false,,,,,,,,,,,,,11.76,,,,,,11.76,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,EST,Estonia,Year,2018,false,,,,,,,,,,,,,11.94,,,,,,11.94,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,UKR,Ukraine,Year,2018,false,,,,,,,,,,,,,12.21,,,,,,12.21,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,ARM,Armenia,Year,2018,false,,,,,,,,,,,,,12.72,,,,,,12.72,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,SVN,Slovenia,Year,2018,false,,,,,,,,,,,,,13.28,,,,,,13.28,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,LVA,Latvia,Year,2018,false,,,,,,,,,,,,,14.03,,,,,,14.03,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,FIN,Finland,Year,2018,false,,,,,,,,,,,,,14.61,,,,,,14.61,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2018,false,,,,,,,,,,,,,15.21,,,,,,15.21,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,HUN,Hungary,Year,2018,false,,,,,,,,,,,,,15.42,,,,,,15.42,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,DNK,Denmark,Year,2018,false,,,,,,,,,,,,,15.63,,,,,,15.63,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,LTU,Lithuania,Year,2018,false,,,,,,,,,,,,,16.38,,,,,,16.38,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2018,false,,,,,,,,,,,,,18.47,,,,,,18.47,,Only use in the public sector reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,PRT,Portugal,Year,2018,false,,,,,,,,,,,,,19.05,,,,,,19.05,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,BLR,Belarus,Year,2018,false,,,,,,,,,,,,,19.09,,,,,,19.09,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2018,false,,,,,,,,,,,,,19.4,,,,,,19.4,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,ISL,Iceland,Year,2018,false,,,,,,,,,,,,,19.73,,,,,,19.73,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2018,false,,,,,,,,,,,,,19.77,,,,,,19.77,,,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,AFR,Africa,Country,ZAF,South Africa,Year,2018,false,,,,,,,,,,,,,20.3,,,,,,20.3,,Only consumption in the public sector reported,EN,2024-09-17T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,HRV,Croatia,Year,2018,false,,,,,,,,,,,,,20.35,,,,,,20.35,,,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,GEO,Georgia,Year,2018,false,,,,,,,,,,,,,20.75,,,,,,20.75,,For antibiotics: only J01 and P01AB reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2018,false,,,,,,,,,,,,,21.04,,,,,,21.04,,For antibiotics: only J01 reported,EN,2025-09-23T20:30:00.000Z
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,numeric,EUR,Europe,Country,MLT,Malta,Year,2018,false,,,,,,,,,,,,,21.4,,,,,,21.4,,,EN,2025-09-23T20:30:00.000Z
